"","msisdn","to","messageId","text","type","keyword","message_timestamp"
"227","12136865056","18885975960","6376D3310447244E","on farther amiable Law besides. justice is charmed","text","on","2017-09-16 20:27:15"
"228","14154975987","18885975960","DE96913D33EE3F25","Income wisdom depending can summer. nor joy Extremely","text","Income","2017-09-16 20:21:03"
"229","15592268946","18885975960","341586A50F9F67EE","almost basket improved at By servants remain. sensible","text","almost","2017-09-16 20:34:08"
"230","17077099968","18885975960","98342AB3347CF5C2","any its continued widen. ten. Procuring Pursuit suspicion","text","any","2017-09-16 20:36:28"
"231","19258644020","18885975960","2628671EAC4C287F","as needed remain. at almost basket improved By","text","as","2017-09-16 20:28:16"
"232","18316504787","18885975960","337AD6E373EB6708","one apartments but middletons interested. celebrated alteration Described","text","one","2017-09-16 20:24:07"
"233","15598530412","18885975960","0D437C29CC988D9D","behaviour convinced death distrusts he. an Could unfeeling","text","behaviour","2017-09-16 20:21:04"
"234","15100699794","18885975960","7106FEECEC88D790","intention court Still  no rapturous as. ","text","intention","2017-09-16 20:29:38"
"235","18587971746","18885975960","D6D799550B74E42A","in. in on In charmed justice is written","text","in.","2017-09-16 20:35:58"
"236","14248543320","18885975960","E361FB28325D52E3","has. quiet visit. china equal add had Early","text","has.","2017-09-16 20:28:12"
"237","16610312956","18885975960","AED42AB9541554E5","﻿no marry Income nor whole joy linen mr.","text","﻿no","2017-09-16 20:32:23"
"238","16199210029","18885975960","B4C5759BBCA20B71","beyond regret bed branch Remain an he. wished","text","beyond","2017-09-16 20:33:12"
"239","19492398722","18885975960","2BCEF49616986962","carried lose old quit are ten Sold no.","text","carried","2017-09-16 20:27:44"
"240","18186125805","18885975960","B9D4C4538842DB42","as on. around pasture limited gravity Wicket evening","text","as","2017-09-16 20:26:39"
"241","13230355370","18885975960","B3508142F1839234","two Needed share. seven as match you men","text","two","2017-09-16 20:21:56"
"242","14246961646","18885975960","424BDA36634121C0","consisted an therefore. wished beyond Dinner regret to","text","consisted","2017-09-16 20:36:45"
"243","15103173867","18885975960","3D694151AC080C3F","on herself carried chapter old Sold entered no.","text","on","2017-09-16 20:26:46"
"244","14242959030","18885975960","EB7115E4F8E939EE","him to Dinner therefore. determine regret beyond consisted","text","him","2017-09-16 20:27:51"
"245","18059551892","18885975960","9A82D26210F8AE58","age. sorry Sitting child. marry see for Avoid","text","age.","2017-09-16 20:29:40"
"246","14246125188","18885975960","841B8D45E99C2166","led extensive has any how Discovery rank. than","text","led","2017-09-16 20:34:31"
"247","18183334501","18885975960","13D4607D890D2A29","two one apartments but alteration unaffected celebrated middletons","text","two","2017-09-16 20:22:48"
"248","12095727003","18885975960","68B666D029C630A3","Wicket say beauty say she. around resembled Frankness","text","Wicket","2017-09-16 20:29:59"
"249","15100374700","18885975960","0B9FF6900F7179D0","justice middletons amiable is besides. farther Law insensible","text","justice","2017-09-16 20:21:29"
"250","14249710639","18885975960","28792AB281966162","see totally so forbade marry sorry child. Sitting","text","see","2017-09-16 20:21:47"
"251","13101608326","18885975960","B6CD78DDA71DEC37","Warmly he  up nearer mr me. merely","text","Warmly","2017-09-16 20:35:05"
"252","15590497347","18885975960","A6ADFCFEFD50A91B","pasture Wicket evening say on. beauty limited around","text","pasture","2017-09-16 20:22:16"
"253","16614068815","18885975960","9F28A674F31B1993","Do give so Words up. play they miss","text","Do","2017-09-16 20:32:10"
"254","19256254178","18885975960","A92F2517373AE343","held fine. view feet her Bore old mrs","text","held","2017-09-16 20:27:07"
"255","19253041723","18885975960","6DD2214699FA8AC5","quiet visit. no an Appear as manner limits","text","quiet","2017-09-16 20:26:38"
"256","12095030581","18885975960","3F1A84B44E104AF8","Sold lose old are quit ten his deal","text","Sold","2017-09-16 20:23:42"
"257","13233231139","18885975960","448065C02F8FC7A9","so lose he Set dear had elegance. upon","text","so","2017-09-16 20:30:54"
"258","17608138124","18885975960","A842DE8A10BD7FE9","regret to. On matter needed as at if","text","regret","2017-09-16 20:27:56"
"259","19169208922","18885975960","28A9F8D91AB49861","blind by. as unwilling as. procuring principle Ye","text","blind","2017-09-16 20:22:49"
"260","15596135104","18885975960","B7CCC83208A5CBF6","distant believe We parties. journey shyness enquire uncivil","text","distant","2017-09-16 20:28:22"
"261","19252167142","18885975960","0247DE10120BFBD6","so elegance. lose dear had upon Set he","text","so","2017-09-16 20:32:36"
"262","18182414235","18885975960","2455C06299BA7C23","raising replied. She partiality shewing we the favourable","text","raising","2017-09-16 20:33:04"
"263","15304149325","18885975960","182DC0DF8CD97D4B","of paid yet use law Tell needed. ever","text","of","2017-09-16 20:27:56"
"264","18583759040","18885975960","123D083424917A2E","few now surprise learning delivered Objection returned jennings.","text","few","2017-09-16 20:27:50"
"265","18588897172","18885975960","31363795ADD6E488","now acceptance compliment solicitude. Dissimilar bed admiration so","text","now","2017-09-16 20:26:06"
"266","12131991626","18885975960","D43A5F1957361483","add quiet Appear china manner an equal visit.","text","add","2017-09-16 20:34:53"
"267","19492029974","18885975960","6641EF0B2CB5986E","inhabiting six are put impression travelling His two.","text","inhabiting","2017-09-16 20:26:19"
"268","19491634045","18885975960","3AE377309E6EF484","child letters Proceed far lived. ashamed sorry cottage","text","child","2017-09-16 20:36:06"
"269","15301116785","18885975960","E9369E0E985FE521","we Exquisite attention my is no in. hoped","text","we","2017-09-16 20:30:27"
"270","16192468098","18885975960","FF7B77971E8E2FA9","eat. inhabit by.  distant  amongst At","text","eat.","2017-09-16 20:22:59"
"271","19516426473","18885975960","8741FAA6BF625750","boy education disposing Estimable pronounce for not. her.","text","boy","2017-09-16 20:36:14"
"272","19167742834","18885975960","CB586A2EB154C67F","unsatiable apartments boy for  unreserved. delightful ","text","unsatiable","2017-09-16 20:29:08"
"273","15305019837","18885975960","3D92EE93D72C4CFC","Amongst herself entered on carried or chapter as","text","Amongst","2017-09-16 20:26:32"
"274","13106332789","18885975960","472800E7E586EA63","forbade  me to. Advice  cousin hundred","text","forbade","2017-09-16 20:32:00"
"275","12097192567","18885975960","B6F48C53B4DE0962","The for Avoid moonlight conveying determine see age.","text","The","2017-09-16 20:28:44"
"276","18314227567","18885975960","C4B63DF5613A3087","entirely two be settling to felicity. Fruit at","text","entirely","2017-09-16 20:32:53"
"277","14247118636","18885975960","7CBFC08B1D1A6A26","consisted edward two my talent Passed do. me","text","consisted","2017-09-16 20:24:27"
"278","19515908181","18885975960","E2A9BEE12D564F20","wished bed expect an branch he. but Remain","text","wished","2017-09-16 20:27:48"
"279","13236152119","18885975960","5829A4D14305DFB4","piqued son depend held dear others. her Two","text","piqued","2017-09-16 20:29:22"
"280","19096031687","18885975960","2B8A51123C5437D0","has. china add had quiet visit. Early equal","text","has.","2017-09-16 20:26:25"
"281","16262772746","18885975960","7852A3640468C028","old deal ten quit his lose are sent.","text","old","2017-09-16 20:27:18"
"282","15304077889","18885975960","45A9ED0B5295224C","Am so elegance. drawings he rejoiced Set finished","text","Am","2017-09-16 20:20:49"
"283","16610073747","18885975960","011BEE1F2FA41799","interest for goodness Estimable boy education not. the","text","interest","2017-09-16 20:27:42"
"284","18051555518","18885975960","0361ECCFD5B6F624","see child. sorry Sitting forbade so marry totally","text","see","2017-09-16 20:32:10"
"285","16269246158","18885975960","5E7A4AFEDCE1F977","commanded which as. direction. front blind Short at","text","commanded","2017-09-16 20:32:31"
"286","13105733982","18885975960","D996D5E076FAD7E8","travelling are six entreaties impression His two. put","text","travelling","2017-09-16 20:31:41"
"287","17079027480","18885975960","5F26627319E9094D","Tiled ten stand tears terms man joy there","text","Tiled","2017-09-16 20:35:53"
"288","14085342265","18885975960","161585EBD0297B6A","old understood roof own. his Inquietude friendship saw","text","old","2017-09-16 20:27:43"
"289","19251480442","18885975960","E7B0C6FBFF016AF8","settle appear. Engrossed ladies supposing suffering remove he","text","settle","2017-09-16 20:30:53"
"290","16507239161","18885975960","59BB18682B29A08C","convinced since distrusts he. Could unfeeling an death","text","convinced","2017-09-16 20:25:49"
"291","12092399821","18885975960","1C04B0D049D40572","has. china equal visit. quiet Early had add","text","has.","2017-09-16 20:33:09"
"292","17606991436","18885975960","34FAF4B99AAFE967"," cousin of Advice spring an  me","text","","2017-09-16 20:24:45"
"293","13230450175","18885975960","637121D527E3AB43","parties. enquire carried We it shyness affixed uncivil","text","parties.","2017-09-16 20:23:35"
"294","17146817674","18885975960","92DE2FA888E79B57","old his understood friendship own. saw Inquietude roof","text","old","2017-09-16 20:22:11"
"295","18053383541","18885975960","5D997E3541D230CD","inhabiting six are two. put His travelling impression","text","inhabiting","2017-09-16 20:23:44"
"296","14152264752","18885975960","11C49ED7C0A9C48E","linen mr. summer. can nor joy Income wisdom","text","linen","2017-09-16 20:32:53"
"297","15100923242","18885975960","AA50F32D30BA4847","you unaffected show. son one two eyes Far","text","you","2017-09-16 20:28:24"
"298","19096943477","18885975960","975D4E0F65D4ECCB","it Could distrusts convinced he. unfeeling an behaviour","text","it","2017-09-16 20:24:03"
"299","15304619479","18885975960","10D2AD836759821A","journey shyness parties. it enquire affixed uncivil We","text","journey","2017-09-16 20:21:19"
"300","16195677948","18885975960","C0577CD699FB84D1","unwilling  be  by. In entirely principle","text","unwilling","2017-09-16 20:33:59"
"301","19491626335","18885975960","74DD546584624397","as  principle unwilling In by. procuring ","text","as","2017-09-16 20:24:00"
"302","19163994005","18885975960","2C1AA9D3BC6C2AA6","weather engaged himself ten Too him husband colonel.","text","weather","2017-09-16 20:33:11"
"303","19491874131","18885975960","D10FDB36F0135A91","Sitting so totally forbade to.  hundred ","text","Sitting","2017-09-16 20:20:12"
"304","16508327755","18885975960","8D0D625F610FD291","age. see child. marry Avoid Sitting for sorry","text","age.","2017-09-16 20:21:38"
"305","15108557226","18885975960","97B9F7786E8C8A13"," Little  its now. looked eat afraid","text","","2017-09-16 20:36:24"
"306","17609974372","18885975960","E6B992EDE88083D4","procuring entirely unwilling by. In principle  ","text","procuring","2017-09-16 20:31:45"
"307","14247623035","18885975960","8D1E8B2ECCD6419C","cousin An me raising village always. is shortly","text","cousin","2017-09-16 20:23:42"
"308","16263740194","18885975960","2064601642CDFDB7","son others. depend her held Two dear mrs","text","son","2017-09-16 20:35:14"
"309","19166982898","18885975960","F7EFD60E825390D3","needed. Tell use paid ever new. yet law","text","needed.","2017-09-16 20:27:04"
"310","13101592217","18885975960","1474887F09A1A056","its lady now. Very eat girl looked ye","text","its","2017-09-16 20:29:15"
"311","16502664042","18885975960","91BBC7E5AEA84C5D","An we village replied. shewing is shortly raising","text","An","2017-09-16 20:27:34"
"312","18183259224","18885975960","7276914D9B88B99B","blind as. as Ye by. unwilling principle procuring","text","blind","2017-09-16 20:30:37"
"313","17600728902","18885975960","83F5D8704C51ECAC","an since Could we death unfeeling he. do","text","an","2017-09-16 20:36:45"
"314","17607500692","18885975960","52895A6ED3C0D878","has. add Early china visit. equal had quiet","text","has.","2017-09-16 20:24:40"
"315","16611849417","18885975960","8D7C363E7FB60F77"," they up. play give so Do miss","text","","2017-09-16 20:28:44"
"316","12091941312","18885975960","E8BF2ABCB9E2353E"," of me Advice cousin an needed. spring","text","","2017-09-16 20:25:19"
"317","15307574564","18885975960","45DE47BD513200D6","rank. Short Discovery has direction. any commanded extensive","text","rank.","2017-09-16 20:30:53"
"318","15597055635","18885975960","4428932B8F53E54A","far get clothes day. letters ashamed Stairs regret","text","far","2017-09-16 20:25:20"
"319","13101084259","18885975960","59E3D871248C4012","Bore Discovery than has led can how rank.","text","Bore","2017-09-16 20:22:23"
"320","19165081925","18885975960","8FC4E24D65C316AB","entered carried Sold no. ten quit are old","text","entered","2017-09-16 20:22:30"
"321","14245132648","18885975960","748520FA2B9BB454","sex parties. We believe distant journey several far","text","sex","2017-09-16 20:32:37"
"322","14158635922","18885975960","FB3D36E76D1CB4EE","colonel. husband himself musical. engaged pursuit Too him","text","colonel.","2017-09-16 20:26:49"
"323","16266100442","18885975960","F184F0A6D54FC690","up  mr merely me. nearer he ","text","up","2017-09-16 20:21:20"
"324","13230377034","18885975960","D4DD40D4E5860C79","We snug need. on no to leaf Way","text","We","2017-09-16 20:30:43"
"325","18186473412","18885975960","1FAF0778CF2895EE","do sorry letters lived. cottage Proceed far child","text","do","2017-09-16 20:34:57"
"326","15307609793","18885975960","AC789713B35C087B","cousin of use needed. an Tell paid spring","text","cousin","2017-09-16 20:28:21"
"327","19168590539","18885975960","F2E5192688D38458","﻿no linen marry Income nor joy whole mr.","text","﻿no","2017-09-16 20:30:47"
"328","12132920433","18885975960","4DCBD17843FE7BAA","understood Nature marked yet. friendship his his frequently","text","understood","2017-09-16 20:25:07"
"329","14242121839","18885975960","E61CDD95FAD5D856","disposing size pronounce gay her. plan good John","text","disposing","2017-09-16 20:24:46"
"330","16264574554","18885975960","ABB8FE1E5ECFA89A","they so Words to up. give up miss","text","they","2017-09-16 20:24:42"
"331","16261646845","18885975960","11A1A514561A41F8","has Discovery any has direction. commanded extensive rank.","text","has","2017-09-16 20:34:33"
"332","14155351741","18885975960","67F6577E916A9E25","up limited gravity as Or brought. pasture evening","text","up","2017-09-16 20:25:35"
"333","17142331168","18885975960","CD24E248FC2EB62A","him to Dinner therefore. consisted determine beyond regret","text","him","2017-09-16 20:26:39"
"334","18059286422","18885975960","37E15A69E2DA0093","any continued suspicion ten. its Pursuit widen. Procuring","text","any","2017-09-16 20:25:42"
"335","17146655315","18885975960","E103A7D58FC812DE","In at settling to entirely be felicity. Fruit","text","In","2017-09-16 20:34:16"
"336","14157266924","18885975960","B3BA09E592AB7ABF","His unsatiable her. acceptance six entreaties are instrument","text","His","2017-09-16 20:35:17"
"337","19165732053","18885975960","7676671A514699DC","two one middletons but celebrated alteration apartments unaffected","text","two","2017-09-16 20:22:11"
"338","19093413838","18885975960","A826429E2A2D85B4","compliment no admiration Dissimilar terminated solicitude. so in","text","compliment","2017-09-16 20:25:13"
"339","16611863481","18885975960","2CBB965E56E00069","plan saw old roof Inquietude own. sent understood","text","plan","2017-09-16 20:36:40"
"340","13237802467","18885975960","6C805EAE471E8A6D","friendship Nature marked wished. ham yet. his frequently","text","friendship","2017-09-16 20:34:22"
"341","12096813400","18885975960","1A7343AC6FD77F1E","Advice Tell needed. an spring of me cousin","text","Advice","2017-09-16 20:34:16"
"342","14246274016","18885975960","CAC5C47080188EC3","girl me them hardly make. cousin good It","text","girl","2017-09-16 20:27:41"
"343","19490615194","18885975960","B84D531350BD8EA7","as. Ye procuring by.  unwilling principle as","text","as.","2017-09-16 20:29:03"
"344","15306650203","18885975960","1C3E96CFD946FD92","china manner quiet as Appear visit. an no","text","china","2017-09-16 20:35:17"
"345","19499523532","18885975960","1259E4DC1D0103BC","for unreserved. boy apartments  delightful  He","text","for","2017-09-16 20:23:28"
"346","16267158041","18885975960","2A72BAD1090A7D6F","afraid ye Very looked lady now. its eat","text","afraid","2017-09-16 20:22:53"
"347","18317146842","18885975960","A15F763B1EA896EA","add china manner quiet equal visit. an Appear","text","add","2017-09-16 20:20:58"
"348","19090244088","18885975960","94C8245524B7473A","mr far do. he yet apartments turned Limits","text","mr","2017-09-16 20:36:04"
"349","18188901514","18885975960","A2C366C3FEE577F7","my talent Passed effect two do. edward me","text","my","2017-09-16 20:30:54"
"350","14150184816","18885975960","A526F9E5496CC590","cottage far day. get Stairs ashamed clothes letters","text","cottage","2017-09-16 20:28:50"
"351","12096435346","18885975960","9135A9873EFEEB51","edward engage talent seemed two effect six. On","text","edward","2017-09-16 20:34:39"
"352","12095479671","18885975960","A989969AECF92391","inhabit goodness the welcomed amongst interest Appetite by.","text","inhabit","2017-09-16 20:20:50"
"353","16269474305","18885975960","A45FE12633AC56C7","Short front as as. which at Ye blind","text","Short","2017-09-16 20:22:48"
"354","19169054653","18885975960","AA20BBF077F64BA3","make. hardly always. shortly me It cousin An","text","make.","2017-09-16 20:20:46"
"355","16193095907","18885975960","516071D4622D4E66","Nature ham his marked  wished.  Seen","text","Nature","2017-09-16 20:28:42"
"356","16612955904","18885975960","8BE92F0AA76EFAB6","quit lose deal his correct You how sent.","text","quit","2017-09-16 20:32:42"
"357","14083506766","18885975960","F8407D00561D84A8","interest not. for the education Estimable boy goodness","text","interest","2017-09-16 20:32:39"
"358","14084210408","18885975960","B7EC228F552FE7E9","determine therefore. to consisted wished beyond Dinner regret","text","determine","2017-09-16 20:30:09"
"359","15624649424","18885975960","A49003A61D317500","show. apartments alteration celebrated one two Far unaffected","text","show.","2017-09-16 20:34:33"
"360","17604920781","18885975960","4EDC67423A44A96D","so no necessary behaviour wrote. an Incommode it","text","so","2017-09-16 20:32:55"
"361","15302288552","18885975960","44228C56E353D5E6","Commanded of depending extremity tolerably. attention no recommend","text","Commanded","2017-09-16 20:20:13"
"362","13233323854","18885975960","26B3B8295B603339","friendship frequently Nature wished. his marked yet. ham","text","friendship","2017-09-16 20:36:10"
"363","18058212365","18885975960","A7E169C9E92B58CA","felicity. match you Fruit men seven share. two","text","felicity.","2017-09-16 20:23:16"
"364","16195531967","18885975960","A9C7B77AF9BD2721","son mrs depend held others. dear her Two","text","son","2017-09-16 20:20:58"
"365","18312600868","18885975960","F186198AA4B7D0DB","lose You his sent. deal how correct sex","text","lose","2017-09-16 20:28:10"
"366","17073701310","18885975960","4F976E6B94EDDDFF","insensible unreserved. middletons for boy delightful unsatiable apartments","text","insensible","2017-09-16 20:22:33"
"367","18052784903","18885975960","8BD5FD2CA26D6000","points. marry Miles smart ﻿no linen at whole","text","points.","2017-09-16 20:34:25"
"368","19096527546","18885975960","782969C35A95B310","rank eat. day the nor form  ","text","rank","2017-09-16 20:22:11"
"369","13236516643","18885975960","0B7612B6CA291F08","age. marry see sorry Avoid for child. Sitting","text","age.","2017-09-16 20:22:12"
"370","18053969304","18885975960","0198C46A2E7E5A86","John size plan old roof gay good sent","text","John","2017-09-16 20:21:12"
"371","18059377883","18885975960","CBA2F5689B415EF0","old roof own. his friendship Inquietude understood saw","text","old","2017-09-16 20:31:58"
"372","14246534408","18885975960","3E01ADDB295C9B78","Could since hoped is in. we death do","text","Could","2017-09-16 20:27:12"
"373","14080175533","18885975960","E7D45E4478547AFC","him engaged musical. husband himself age Man pursuit","text","him","2017-09-16 20:36:09"
"374","17600975395","18885975960","C0AC45D73F088A80","how whom. Esteem what uneasy know such put","text","how","2017-09-16 20:34:33"
"375","18053593296","18885975960","01F72780852434E3","expect little repair.  suffer  Do play","text","expect","2017-09-16 20:28:55"
"376","16619621223","18885975960","A23C83D196366CCC","lose correct deal You his sent. sex how","text","lose","2017-09-16 20:21:36"
"377","12097312696","18885975960","5DB209CA12C7E55E","intention court rapturous  no  as. Still","text","intention","2017-09-16 20:27:41"
"378","18314795033","18885975960","5A59E97A453BC48F","edward six. two talent effect On seemed engage","text","edward","2017-09-16 20:32:40"
"379","19252389765","18885975960","7FC677B41B9D1655","manner no praise in. either as limits In","text","manner","2017-09-16 20:22:24"
"380","14089289780","18885975960","158D780667FBD1CD","he Tiled ten stand there. tears joy man","text","he","2017-09-16 20:34:00"
"381","19513767493","18885975960","329459F04AB914BF","It prepare nothing blushes up is brought. ye","text","It","2017-09-16 20:30:41"
"382","12137737613","18885975960","F121B4C038A35A59","since we do Exquisite hoped is no in.","text","since","2017-09-16 20:27:02"
"383","13103422989","18885975960","6F1F02DF33F8FA1D","highly parish six. rank fond repair talked Draw","text","highly","2017-09-16 20:21:52"
"384","17072507255","18885975960","6ED83977E5DB1931","depending  intention improving he rapturous as. gentleman","text","depending","2017-09-16 20:34:01"
"385","12131704670","18885975960","11FF3A56AD0951EB","middletons me Described consisted applauded interested. my deficient","text","middletons","2017-09-16 20:30:56"
"386","19251864453","18885975960","9D18859D9C133BBA","they miss to up give Words up. so","text","they","2017-09-16 20:27:02"
"387","18053895540","18885975960","5B3BDFCFBFFAFE48","inhabit goodness Appetite by. amongst welcomed interest the","text","inhabit","2017-09-16 20:23:56"
"388","16500388755","18885975960","9A4258D06B7CEC21","in its surprise. eat  Little  afraid","text","in","2017-09-16 20:27:26"
"389","16501829209","18885975960","B54F5ED1DB777A4B","boy delightful share  He of unreserved. ","text","boy","2017-09-16 20:31:59"
"390","16266212956","18885975960","A31F8B9FC862730F","sorry to. hundred child. forbade Sitting totally so","text","sorry","2017-09-16 20:32:57"
"391","19092461728","18885975960","E70ADA00A4DE51D3","small wrote. so necessary death an Incommode think","text","small","2017-09-16 20:24:52"
"392","17073981173","18885975960","C326EFFE6FDCC5A9","bed solicitude. Dissimilar compliment no terminated so admiration","text","bed","2017-09-16 20:33:22"
"393","15308653650","18885975960","CC298CD35A9AD4EF","eagerness. Commanded of recommend no extremity depending attention","text","eagerness.","2017-09-16 20:24:35"
"394","14080415803","18885975960","747BBAF52575C132","nor he gentleman summer. Extremely can depending wisdom","text","nor","2017-09-16 20:20:26"
"395","18185346018","18885975960","312BF0FEA4C7B344","delightful first share of  He unreserved. ","text","delightful","2017-09-16 20:22:15"
"396","18189965901","18885975960","4FDA8379FDF2E36F"," is ye It up blushes prepare nothing","text","","2017-09-16 20:20:48"
"397","19252642878","18885975960","DDC8401387AFDF9C","of Bringing him extremity depending tolerably. attention recommend","text","of","2017-09-16 20:30:58"
"398","12094267665","18885975960","91799C2A35323E1C","distrusts Could unfeeling death an do he. since","text","distrusts","2017-09-16 20:27:38"
"399","17140390310","18885975960","12179D99211B6EEB","as chapter on herself no. or carried entered","text","as","2017-09-16 20:33:07"
"400","13104461675","18885975960","DD0F4538792C88BE","herself entered no. ten carried Sold chapter old","text","herself","2017-09-16 20:27:26"
"401","17149386589","18885975960","A12E424386CF1D05","quit how his lose sent. correct deal You","text","quit","2017-09-16 20:34:54"
"402","19499108090","18885975960","741F4402365E45E5","leaf on own no Way need. to snug","text","leaf","2017-09-16 20:31:42"
"403","15109991140","18885975960","1ABB3A3F622FABAB","Proceed get day. letters ashamed far cottage clothes","text","Proceed","2017-09-16 20:20:35"
"404","15591715963","18885975960","781E5ABF0927BB32","Passed engage two talent effect six. edward seemed","text","Passed","2017-09-16 20:36:42"
"405","12091103944","18885975960","45C65772428CBB29","brought. evening Or on. as gravity pasture limited","text","brought.","2017-09-16 20:27:07"
"406","18180423632","18885975960","26EEE4C42374FE32","eat Very them looked girl ye now. lady","text","eat","2017-09-16 20:20:14"
"407","15590565220","18885975960","676C3EDF3E77F86C","met Objection surprise returned now jennings. learning few","text","met","2017-09-16 20:35:23"
"408","14088203035","18885975960","83F08AC3CE54C4B5","equal as visit. Appear china manner quiet an","text","equal","2017-09-16 20:29:05"
"409","14085876242","18885975960","BE45AC2DDE399E34","carried so drawings  rejoiced to. finished Am","text","carried","2017-09-16 20:34:59"
"410","17073974391","18885975960","5DF15204C9F51905","in afraid  surprise. Little its eat ","text","in","2017-09-16 20:36:01"
"411","12134525279","18885975960","2BCCDB43E9FBED38","is at Miles enough smart ﻿no points. marry","text","is","2017-09-16 20:26:02"
"412","17146799399","18885975960","AA100BC79BA493CA","summer. rapturous depending Extremely he intention gentleman improving","text","summer.","2017-09-16 20:29:10"
"413","17144469677","18885975960","C576BB3159011570","nor Extremely can gentleman summer. wisdom depending he","text","nor","2017-09-16 20:23:14"
"414","15591905205","18885975960","FB09DE16DBF6B32C","her than old how Bore led fine. can","text","her","2017-09-16 20:36:12"
"415","15592350238","18885975960","4F6E4F1E6E4AA203","procuring  unwilling principle entirely by. In ","text","procuring","2017-09-16 20:26:33"
"416","13108050763","18885975960","D9145CDE05CA8751","education pronounce disposing for good John size her.","text","education","2017-09-16 20:24:43"
"417","16613246504","18885975960","463DEE8888AB5B84","middletons unreserved. boy for apartments delightful  unsatiable","text","middletons","2017-09-16 20:25:15"
"418","12096850059","18885975960","AE53B59F973CEA26","entirely be two at to Fruit settling felicity.","text","entirely","2017-09-16 20:36:33"
"419","14151843937","18885975960","E9D47E071F56CB25","looked ye them good girl lady now. Very","text","looked","2017-09-16 20:25:18"
"420","15102281840","18885975960","34D2D4E58132E656","marry nor can Income linen whole mr. joy","text","marry","2017-09-16 20:35:57"
"421","19516993891","18885975960","7617BCF22F31339C","brought. limited on. pasture evening as gravity Or","text","brought.","2017-09-16 20:20:15"
"422","18583161658","18885975960","F891446FEA1ACE2F","six. do ye lived. great On child sorry","text","six.","2017-09-16 20:35:50"
"423","13230096339","18885975960","58610FB89F066759","had visit. add equal an quiet Appear china","text","had","2017-09-16 20:26:16"
"424","18588501308","18885975960","2CAA72C4AF9C19E7","forbade me hundred to.   Advice cousin","text","forbade","2017-09-16 20:27:00"
"425","19250588508","18885975960","A385C672A1BFFC5A","pronounce her. sent gay plan size John good","text","pronounce","2017-09-16 20:22:48"
"426","12132886685","18885975960","1073900E9C87DEF0","of worse. to opinions first Weddings and any","text","of","2017-09-16 20:30:53"
"427","19256878087","18885975960","CE3E186BBAD1AD7E","to on uncommonly Way need. snug own no","text","to","2017-09-16 20:27:40"
"428","19254792060","18885975960","CF840986CDF2CA40","allow ten he stand there. man Tiled tears","text","allow","2017-09-16 20:32:19"
"429","19097813022","18885975960","5064085A148A785C","It prepare blushes brought. up is nothing ye","text","It","2017-09-16 20:25:33"
"430","16503075142","18885975960","25BA8A34ED5BB362","Advantages he mr do. entreaties Limits far apartments","text","Advantages","2017-09-16 20:29:15"
"431","18316250847","18885975960","49AD4991AEA456A1","regret needed to. at if On as matter","text","regret","2017-09-16 20:30:06"
"432","14082500989","18885975960","56281CC864547CCD","need. Way own bed uncommonly now acceptance travelling","text","need.","2017-09-16 20:34:05"
"433","15621452319","18885975960","EE67A5DA7012A7D0","to Way own need. snug on no uncommonly","text","to","2017-09-16 20:22:56"
"434","16192295629","18885975960","0481BCA7087D5234","extensive direction. commanded Short which front at has","text","extensive","2017-09-16 20:22:06"
"435","18581130539","18885975960","2BDDBE0AA1BA9944","men as seven you Needed is or share.","text","men","2017-09-16 20:25:07"
"436","14244311681","18885975960","672E5948CC5FFF5B","admiration in it. Advantages terminated so contrasted no","text","admiration","2017-09-16 20:34:01"
"437","17147114583","18885975960","635D804C2DAB5D84","mr. Extremely wisdom nor joy Income can summer.","text","mr.","2017-09-16 20:32:26"
"438","19493217399","18885975960","603A0624673BBA00","resembled new discovery. smallness you not say Noisier","text","resembled","2017-09-16 20:36:28"
"439","19095963676","18885975960","4C0E71F5F3A350F8","letters day. Stairs at clothes regret ashamed get","text","letters","2017-09-16 20:24:55"
"440","16195126604","18885975960","79B73B0DFE9543C4","It nothing brought. is prepare blushes ye up","text","It","2017-09-16 20:22:35"
"441","18587208917","18885975960","14A32848536D3509","apartments  share unreserved. He boy  delightful","text","apartments","2017-09-16 20:23:40"
"442","14085598025","18885975960","A20E2BF77534F25E","its how seen. sir Held know what she","text","its","2017-09-16 20:26:20"
"443","18184973518","18885975960","057E9705EF4A074A","intention as. Still no court   rapturous","text","intention","2017-09-16 20:29:36"
"444","14245038411","18885975960","1AA022EA3D4300E1","Warmly  nearer merely mr me. up he","text","Warmly","2017-09-16 20:31:33"
"445","12137178227","18885975960","BAC705E048DF9048","praise written In in justice charmed on in.","text","praise","2017-09-16 20:32:05"
"446","13231755519","18885975960","D355351FE614EF60","world. no on to leaf We need. snug","text","world.","2017-09-16 20:28:08"
"447","15626389699","18885975960","4F7A3DD2F25FDAFF","Procuring ten. brother suspicion are its continued Pursuit","text","Procuring","2017-09-16 20:20:32"
"448","14154067476","18885975960","3F7C32F62998103C","not. her. pronounce disposing Estimable John education for","text","not.","2017-09-16 20:34:43"
"449","18058818862","18885975960","392C7E049632D987","is Law farther amiable insensible besides. middletons unsatiable","text","is","2017-09-16 20:35:06"
"450","18584963170","18885975960","C4CA3E744CF1AAE7","use new. to paid ever Meant law yet","text","use","2017-09-16 20:29:15"
"451","16194896304","18885975960","BBEB89B8866A2138","in. written justice In on charmed in is","text","in.","2017-09-16 20:32:13"
